MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
190,RM,4.110873864173311,8.821879862683842,Pave,Reg,Lvl,3,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,1,CBlock,3,3,2,6,6.19644412779452,1,0.0,3.4339872044851463,6.255750041753367,GasA,3,N,SBrkr,6.255750041753367,0.0,5.459585514144159,6.626717749249025,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,2,1.791759469228055,7,0.0,NA,0.0,0,0.0,0.0,0,0,0,3.9889840465642745,0.0,0.0,0.0,0.0,0.0,0.0,Jun,2006,WD,Normal
120,RL,4.2225280335569675,8.502891406705377,Pave,IR1,Lvl,3,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4,3,-1,5,4.795790545596741,1,0.0,6.8658910748834385,6.983789965258135,GasA,2,Y,SBrkr,6.8658910748834385,0.0,0.0,6.8658910748834385,0.0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,2,1.791759469228055,7,0.6931471805599453,Attchd,1977.0,2,1.0986122886681098,6.089044875446846,3,3,2,0.0,5.327876168789581,0.0,0.0,0.0,0.0,0.0,Feb,2007,WD,Normal
45,RM,4.02535169073515,8.386856689688234,Pave,IR1,Bnk,3,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,None,0.0,2,3,BrkTil,3,3,-1,2,4.762173934797756,1,0.0,6.322565239927284,6.511745329644728,GasA,4,Y,SBrkr,6.734591659972948,0.0,0.0,6.734591659972948,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,2,1.791759469228055,7,0.6931471805599453,NA,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jun,2007,WD,Normal
60,RL,4.248495242049359,8.934718614016768,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.58724865840025,2,2,CBlock,3,3,-1,4,6.240275845170769,1,0.0,5.003946305945459,6.493753839851686,GasA,2,Y,SBrkr,6.493753839851686,6.535241271013659,0.0,7.207118856207756,0.0,0.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,2,1.9459101490553132,7,0.6931471805599453,Attchd,1966.0,2,1.0986122886681098,6.118097198041348,3,3,2,5.241747015059643,4.6913478822291435,0.0,0.0,0.0,0.0,0.0,Jul,2006,WD,Normal
20,RL,4.248495242049359,9.102086786535928,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,4.454347296253507,2,2,CBlock,3,3,-1,3,6.342121418721152,4,3.367295829986474,6.025865973825314,6.9167150203536085,GasA,2,Y,FuseA,6.960347729101308,0.0,0.0,6.960347729101308,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,4,1.9459101490553132,7,0.0,2Types,1998.0,2,1.0986122886681098,6.621405651764134,3,3,2,0.0,4.394449154672439,0.0,5.198497031265826,0.0,0.0,0.0,Jul,2006,WD,Abnorml
60,RL,4.48863636973214,9.561067663645012,Pave,Reg,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.736572297479192,2,2,CBlock,3,3,-1,3,6.100318952020064,1,0.0,6.173786103901937,6.829793737512425,GasA,4,Y,SBrkr,7.104144092987527,6.848005274576363,0.0,7.67693714581808,0.0,0.0,1.0986122886681098,0.6931471805599453,1.6094379124341003,0.6931471805599453,3,2.1972245773362196,7,1.0986122886681098,Attchd,1966.0,3,1.0986122886681098,6.1903154058531475,3,3,2,4.663439094112067,4.204692619390966,0.0,0.0,0.0,0.0,0.0,May,2006,WD,Normal
60,RL,4.4271244869561865,9.411238314343073,Pave,IR1,Lvl,3,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.713572066704308,3,2,PConc,4,3,-1,6,6.54534966033442,1,0.0,5.697093486505405,6.900730664045173,GasA,4,Y,SBrkr,6.930494765951626,6.940222469119639,0.0,7.628031126930335,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,3,2.0794415416798357,7,0.6931471805599453,BuiltIn,2000.0,2,1.0986122886681098,5.968707559985366,3,3,2,3.2188758248682006,3.8918202981106265,0.0,0.0,0.0,0.0,0.0,Jul,2009,WD,Normal
20,RL,4.330733340286331,8.907747686788648,Pave,Reg,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,-1,3,6.0063531596017325,1,0.0,6.490723534502507,6.96979066990159,GasA,3,Y,SBrkr,7.191429330036379,0.0,0.0,7.191429330036379,0.6931471805599453,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,3,2.0794415416798357,7,0.0,Detchd,1974.0,1,1.0986122886681098,6.437751649736401,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jul,2007,WD,Normal
20,RL,4.2225280335569675,8.832587702434553,Pave,IR1,Lvl,3,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.919980925828125,3,2,PConc,5,3,-1,6,6.913737350659685,1,0.0,5.572154032177765,7.145196134997171,GasA,4,Y,SBrkr,7.167809184316444,0.0,0.0,7.167809184316444,0.6931471805599453,0.0,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,3,1.9459101490553132,7,0.0,Attchd,2001.0,3,1.0986122886681098,6.156978985585555,3,3,2,5.262690188904886,3.258096538021482,0.0,0.0,0.0,0.0,0.0,Jun,2009,WD,Normal
20,RL,4.3694478524670215,9.243388226022383,Pave,IR1,Lvl,3,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,-1,3,6.3473892096560105,1,0.0,6.79346613258001,7.2875606403097235,GasA,3,Y,SBrkr,7.451241684987676,0.0,0.0,7.451241684987676,0.0,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,2,2.0794415416798357,6,0.6931471805599453,Attchd,1968.0,2,1.0986122886681098,6.089044875446846,3,3,2,0.0,4.574710978503383,5.198497031265826,0.0,0.0,0.0,0.0,Jul,2006,WD,Normal
20,RL,4.394449154672439,9.249657234353133,Pave,Reg,Lvl,3,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,5.666426688112432,2,2,PConc,3,3,-1,1,0.0,1,0.0,7.173958319756794,7.173958319756794,GasA,3,Y,SBrkr,7.428333194190806,0.0,0.0,7.428333194190806,0.0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,2,2.0794415416798357,7,0.6931471805599453,Attchd,1970.0,1,1.0986122886681098,6.274762021241939,3,3,2,4.59511985013459,0.0,0.0,0.0,0.0,0.0,0.0,May,2008,WD,Normal
20,RL,4.4271244869561865,9.245321340871428,Pave,IR1,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.2832037287379885,2,2,CBlock,3,3,-1,4,6.54534966033442,1,0.0,6.253828811575473,7.102499355774649,GasA,2,Y,SBrkr,7.102499355774649,0.0,0.0,7.102499355774649,0.0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,2,1.791759469228055,7,0.6931471805599453,Attchd,1967.0,2,0.6931471805599453,5.765191102784844,3,3,2,0.0,4.718498871295094,0.0,0.0,0.0,0.0,0.0,Jul,2007,WD,Normal
90,RL,4.418840607796598,9.312084355859467,Pave,Reg,Lvl,3,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.2626798770413155,2,2,CBlock,3,3,-1,1,0.0,1,0.0,7.553810852008231,7.553810852008231,GasA,3,Y,SBrkr,7.580699752224563,0.0,0.0,7.580699752224563,0.0,0.0,1.3862943611198906,0.0,1.791759469228055,1.0986122886681098,2,2.302585092994046,7,0.0,2Types,1989.0,1,1.3862943611198906,6.642486801367256,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jul,2006,WD,Family
60,RL,4.30406509320417,9.112396727646056,Pave,IR1,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.771441123130016,3,2,PConc,4,3,1,6,6.505784060128229,1,0.0,5.820082930352362,6.912742820493176,GasA,4,Y,SBrkr,6.912742820493176,6.744059186311348,0.0,7.52456122628536,0.0,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,3,2.0794415416798357,7,1.0986122886681098,Attchd,1999.0,3,1.3862943611198906,6.493753839851686,3,3,2,5.41610040220442,4.672828834461906,0.0,0.0,0.0,0.0,0.0,Dec,2008,WD,Normal
60,RL,4.189654742026425,9.64387450001194,Pave,IR1,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,-1,6,6.71174039505618,1,0.0,4.68213122712422,6.834108738813838,GasA,4,Y,SBrkr,6.834108738813838,6.729824070489475,0.0,7.475905969367397,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,3,2.0794415416798357,7,0.0,Attchd,1997.0,2,1.0986122886681098,6.154858094016418,3,3,2,5.6240175061873385,4.605170185988092,0.0,0.0,0.0,0.0,0.0,Aug,2009,WD,Normal
20,RL,4.2626798770413155,9.259225769705994,Pave,Reg,Lvl,3,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,-1,5,6.07073772800249,1,0.0,6.07073772800249,6.762729506931879,GasA,2,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,2,1.791759469228055,7,0.6931471805599453,NA,0.0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr,2010,ConLI,Normal
20,RL,4.3694478524670215,9.362718052397065,Pave,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,2,6,7.170888478512505,1,0.0,6.075346031088684,7.45876269238096,GasA,4,Y,SBrkr,7.45876269238096,0.0,0.0,7.45876269238096,0.6931471805599453,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,3,2.0794415416798357,7,0.0,Attchd,2005.0,3,1.0986122886681098,6.493753839851686,3,3,2,5.081404364984463,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,Jan,2006,WD,Normal
50,RL,4.276666119016055,9.050288983827956,Pave,Reg,Lvl,3,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,1,CBlock,3,3,-1,3,6.230481447578482,1,0.0,6.0014148779611505,6.814542897259958,GasA,1,Y,SBrkr,6.814542897259958,6.16541785423142,0.0,7.234177179749849,0.0,0.0,1.0986122886681098,0.0,1.6094379124341003,0.6931471805599453,2,1.9459101490553132,7,0.0,Detchd,2000.0,1,1.0986122886681098,6.580639137284949,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jun,2010,WD,Normal
20,RL,4.3694478524670215,9.243388226022383,Pave,IR1,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.214935757608986,3,2,PConc,4,3,3,6,6.522092798170152,1,0.0,6.699500340161678,7.307202314764738,GasA,4,Y,SBrkr,7.31455283232408,0.0,0.0,7.31455283232408,0.6931471805599453,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,3,1.9459101490553132,7,0.0,Attchd,1999.0,2,1.0986122886681098,6.359573868672378,3,3,2,4.976733742420574,3.4011973816621555,0.0,0.0,0.0,0.0,0.0,Jun,2009,WD,Normal
90,RM,4.2626798770413155,9.116139576577355,Pave,Reg,Lvl,3,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.820082930352362,2,2,CBlock,3,3,-1,3,7.195187320178709,1,0.0,5.983936280687191,7.455298485683291,GasA,2,Y,SBrkr,7.455298485683291,0.0,0.0,7.455298485683291,0.6931471805599453,0.0,1.0986122886681098,0.0,1.9459101490553132,1.0986122886681098,2,2.3978952727983707,7,0.0,Detchd,1963.0,1,1.0986122886681098,6.22455842927536,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov,2006,ConLI,Abnorml
160,RM,3.2188758248682006,7.833203948641057,Pave,Reg,Lvl,3,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,3.9318256327243257,3,2,PConc,4,3,-1,1,0.0,1,0.0,6.878326468291325,6.878326468291325,GasA,4,Y,SBrkr,6.878326468291325,6.606650186198215,0.0,7.444248649496705,0.0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,3,2.0794415416798357,3,0.0,Detchd,2004.0,1,1.0986122886681098,5.942799375126701,3,3,2,0.0,3.713572066704308,0.0,0.0,0.0,0.0,0.0,Apr,2006,WD,Normal
30,RM,3.9512437185814275,8.71948076085107,Pave,Reg,Lvl,3,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,-1,4,5.3471075307174685,1,0.0,6.2285110035911835,6.573680166960646,GasA,2,Y,FuseA,6.775366090936392,0.0,0.0,6.775366090936392,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,2,1.791759469228055,7,0.0,Detchd,1931.0,1,0.6931471805599453,5.198497031265826,2,3,2,3.8918202981106265,0.0,0.0,0.0,0.0,0.0,0.0,Nov,2009,WD,Normal
60,RL,4.056561018093695,9.159678457173955,Pave,IR1,Lvl,3,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.198497031265826,3,2,PConc,4,3,-1,1,0.0,1,0.0,6.785587645007929,6.785587645007929,GasA,4,Y,SBrkr,6.785587645007929,7.049254841255837,0.0,7.618742377670413,0.0,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,3,2.1972245773362196,7,0.6931471805599453,BuiltIn,2001.0,3,1.0986122886681098,6.075346031088684,3,3,2,4.976733742420574,3.8918202981106265,0.0,0.0,0.0,0.0,0.0,May,2010,WD,Normal
20,RL,4.1588830833596715,8.922791623969637,Pave,Reg,Lvl,3,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.795790545596741,2,2,PConc,4,3,-1,6,6.523562306149512,1,0.0,5.993961427306569,6.985641817639208,GasA,4,Y,SBrkr,6.985641817639208,0.0,0.0,6.985641817639208,0.6931471805599453,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,3,1.9459101490553132,7,0.0,NA,0.0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr,2008,WD,Normal
50,RM,4.2225280335569675,8.738895704934043,Pave,Reg,Lvl,3,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,4,3,-1,1,0.0,1,0.0,6.799055862058796,6.799055862058796,GasA,3,Y,FuseA,6.799055862058796,6.1070228877422545,0.0,7.20414929203594,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,2,2.0794415416798357,7,0.0,Detchd,1936.0,1,0.6931471805599453,5.484796933490655,2,3,2,5.303304908059076,4.74493212836325,0.0,0.0,0.0,0.0,0.0,Apr,2006,WD,Normal
20,RL,4.795790545596741,9.24541789858888,Pave,Reg,Lvl,3,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,2,4,6.57507584059962,1,0.0,5.537334267018537,6.877296071497429,GasA,2,Y,SBrkr,6.877296071497429,0.0,0.0,6.877296071497429,0.0,0.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,2,1.791759469228055,7,0.0,Attchd,1975.0,1,1.0986122886681098,6.089044875446846,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jan,2007,WD,Normal
20,RL,4.68213122712422,9.539068413863964,Pave,Reg,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,6.07993319509559,3,2,PConc,5,3,3,6,7.244941546337007,1,0.0,5.739792912179234,7.444833273892193,GasA,4,Y,SBrkr,7.444833273892193,0.0,0.0,7.444833273892193,0.6931471805599453,0.0,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,3,1.9459101490553132,7,0.6931471805599453,Attchd,2007.0,2,1.3862943611198906,6.7650389767805414,3,3,2,0.0,4.634728988229636,0.0,0.0,0.0,0.0,0.0,Jan,2008,New,Partial
60,RL,4.056561018093695,9.602652693506046,Pave,IR1,Lvl,3,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.53338948872752,2,2,CBlock,3,3,-1,3,6.0330862217988015,1,0.0,6.016157159698354,6.716594773520978,GasA,3,Y,SBrkr,7.001245622069476,6.799055862058796,0.0,7.597897950521784,0.0,0.0,1.0986122886681098,0.6931471805599453,1.6094379124341003,0.6931471805599453,2,2.1972245773362196,7,0.6931471805599453,Attchd,1971.0,2,1.0986122886681098,6.206575926724928,3,3,2,0.0,4.204692619390966,0.0,0.0,0.0,0.0,0.0,Jun,2006,WD,Normal
20,RL,4.2225280335569675,9.510519035757246,Pave,Reg,Lvl,3,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,2,2,CBlock,4,3,3,4,6.063785208687608,5,6.985641817639208,4.543294782270004,7.3796321526095525,GasA,3,Y,SBrkr,7.133295954896068,0.0,0.0,7.133295954896068,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,2,1.6094379124341003,7,0.6931471805599453,Attchd,1960.0,2,1.0986122886681098,6.336825731146441,3,3,2,6.016157159698354,0.0,0.0,0.0,0.0,0.0,0.0,Mar,2008,WD,Normal
30,RM,4.442651256490317,9.33617975681533,Pave,Reg,Lvl,3,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,-1,1,0.0,1,0.0,7.0909098220799835,7.0909098220799835,GasA,2,Y,FuseA,7.0909098220799835,0.0,0.0,7.0909098220799835,0.0,0.0,0.6931471805599453,0.0,1.6094379124341003,0.6931471805599453,2,2.0794415416798357,7,0.0,Detchd,1923.0,1,0.6931471805599453,5.746203190540153,2,2,2,0.0,0.0,5.43372200355424,0.0,0.0,0.0,0.0,Mar,2006,WD,Family
50,RL,4.110873864173311,9.169622538697624,Pave,Reg,Lvl,3,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,-1,1,0.0,1,0.0,6.35088571671474,6.35088571671474,Grav,1,N,FuseF,6.35088571671474,6.263398262591624,0.0,7.00033446027523,0.0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,2,1.791759469228055,7,0.0,NA,0.0,0,0.0,0.0,0,0,0,0.0,2.1972245773362196,4.859812404361672,0.0,0.0,0.0,0.0,Apr,2008,WD,Normal
20,RL,4.110873864173311,8.881975184248867,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,FuseF,6.947937068614969,0.0,0.0,6.947937068614969,0.0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,2,1.791759469228055,7,0.0,Detchd,1950.0,1,1.0986122886681098,6.439350371100098,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jun,2006,WD,Normal
60,RL,4.532599493153256,9.392995206560258,Pave,Reg,Lvl,3,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.442651256490317,3,2,PConc,5,3,-1,1,0.0,1,0.0,6.652863029353347,6.652863029353347,GasA,4,Y,SBrkr,6.652863029353347,7.085901464365611,0.0,7.585281078639126,0.0,0.0,1.0986122886681098,0.6931471805599453,1.6094379124341003,0.6931471805599453,4,2.1972245773362196,7,0.6931471805599453,BuiltIn,2009.0,3,1.3862943611198906,6.523562306149512,3,3,2,0.0,4.330733340286331,0.0,0.0,0.0,0.0,0.0,May,2010,New,Partial
60,FV,4.61512051684126,9.437714959818209,Pave,Reg,Lvl,3,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,-1,6,5.407171771460119,1,0.0,6.646390514847729,6.899723107284872,GasA,4,Y,SBrkr,6.899723107284872,6.863803391452954,0.0,7.5745584842024805,0.0,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,3,2.1972245773362196,7,0.6931471805599453,Attchd,2004.0,2,1.0986122886681098,6.520621127558696,3,3,2,0.0,4.919980925828125,0.0,0.0,0.0,0.0,0.0,May,2010,WD,Normal
60,RL,4.90527477843843,9.87194528452625,Pave,IR1,HLS,3,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.124683390894205,3,2,PConc,4,3,1,6,4.060443010546419,1,0.0,7.197435354096591,7.239214973779806,GasA,4,Y,SBrkr,7.239214973779806,6.976348070447749,0.0,7.809135398120538,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1.6094379124341003,0.6931471805599453,3,2.302585092994046,7,0.6931471805599453,Attchd,2006.0,2,1.0986122886681098,6.3578422665081,3,3,2,5.480638923341991,4.890349128221754,0.0,5.1298987149230735,0.0,0.0,0.0,Mar,2006,New,Partial
20,RL,4.056561018093695,9.316590491818841,Pave,IR1,Lvl,3,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,PConc,4,3,-1,4,6.493753839851686,1,0.0,6.35088571671474,7.117205503164344,GasA,2,Y,SBrkr,7.117205503164344,0.0,0.0,7.117205503164344,0.0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,2,1.9459101490553132,7,0.0,Attchd,1984.0,1,1.0986122886681098,6.248042874508429,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jun,2008,WD,Normal
60,RL,4.709530201312334,9.524347869595513,Pave,IR1,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.499787040655854,3,2,PConc,5,3,2,6,6.92461239604856,1,0.0,6.322565239927284,7.360739903058278,GasA,4,Y,SBrkr,7.360739903058278,7.00033446027523,0.0,7.889459149404524,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,4,2.3978952727983707,7,1.0986122886681098,BuiltIn,2003.0,3,1.3862943611198906,6.588926477533519,3,3,2,5.993961427306569,0.0,0.0,0.0,0.0,0.0,0.0,Mar,2008,WD,Normal
20,RL,4.564348191467836,9.407796816354407,Pave,Reg,Lvl,3,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.424950017481403,3,2,PConc,4,3,1,4,7.091742115095153,1,0.0,5.831882477283517,7.340835554123275,GasA,4,Y,SBrkr,7.340835554123275,0.0,0.0,7.340835554123275,0.0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,3,2.0794415416798357,7,0.6931471805599453,Attchd,2005.0,2,1.0986122886681098,6.278521424165844,3,3,2,0.0,4.2626798770413155,0.0,0.0,0.0,0.0,0.0,May,2010,New,Partial
45,RL,4.02535169073515,8.612685172875459,Pave,Reg,Lvl,3,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,-1,1,0.0,1,0.0,6.78332520060396,6.78332520060396,GasA,4,Y,SBrkr,6.78332520060396,0.0,0.0,6.78332520060396,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,2,1.6094379124341003,7,0.0,NA,0.0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr,2007,WD,Normal
